SIMI-2	towards a wooden telephone pole	above the telephone wires
EQUI-5	Two green birds	Two green birds
EQUI-5	fly	flying
EQUI-5	stands	is standing
SIMI-3	in front of a `` Going Places '' bus	in front of the open door
SIMI-4	A young woman	TThe girl
EQUI-5	perched	is perched
EQUI-5	on a gloved hand	's gloved hand
SPE1-4	A blue bird	A bird
EQUI-5	A baby	A baby
EQUI-5	a ketchup packet	a ketchup packet
EQUI-5	holds	holds
SPE2-4	on the sofa	on the back
EQUI-5	sitting	sit
EQUI-5	looking out	looking out
EQUI-5	the window	the window
EQUI-5	Two cats	Two cats
EQUI-5	standing	standing
EQUI-5	in a field	in a field
SPE1-4	A dark brown horse	Horse
EQUI-5	on a sidewalk	on the sidewalk
EQUI-5	parked	parked
SPE1-4	A blue scooter	A blue moped
EQUI-5	A black and white cat	A black and white cat
SPE2-3	Three people	Two elderly women
EQUI-5	sitting	sit
EQUI-5	at dinner table	at a dinner table
SIMI-2	traveling	is
EQUI-5	on the street	on the street
SPE1-4	A white and red bus	The red bus
EQUI-5	in the water	in the water
SPE1-2	A large black bird	The birds
SIMI-2	is sitting	are swimming
SIMI-2	is sitting	is standing
SPE2-4	on boat	A wooden yacht
SPE2-4	on the water	on the ocean
SIMI-3	The television and desk	A television and a laptop computer
EQUI-5	of hotel room	on in a hotel room
SPE1-4	A woman	A person
EQUI-5	wearing	wearing
EQUI-5	A close-up picture	A close-up picture
SIMI-4	Two women	A woman
EQUI-5	with a baby	with a baby
EQUI-5	posing	poses
EQUI-5	inside a train station	at the train station
SIMI-4	Two trains	The train
SPE1-4	A man and two women	A man and women
EQUI-5	at the camera	at the camera
SIMI-2	while sitting	while standing
EQUI-5	smiling	smiling
SIMI-3	in a bright room	in a living room
SIMI-1	A television , upholstered chair , and coffee stable	A leather couch and wooden table
SIMI-2	Tan cow	sheep
EQUI-5	on a grassy field	in grassy field
EQUI-5	A close-up	A close-up
SPE1-4	A bay foal	of young horse
EQUI-5	is walking	walking
SPE1-4	next to its mother	next to a larger horse
EQUI-5	A small child	A small child
REL-1	in front of a building	in front of a dining room
SPE2-2	A woman	Two women and a baby
REL-3	stands	pose
EQUI-5	on table	on the table
EQUI-5	sitting	sitting
SIMI-3	Young baby girl	with a smiling baby
SIMI-4	A black and white cow	Black and white cows
SIMI-3	in a pen	behind a fence
EQUI-5	for the camera	at the camera
SIMI-2	standing	sitting
SIMI-2	A black and white horned cow	of a cat
SPE1-4	at a restaurant table	around a table
EQUI-5	of people	of people
EQUI-5	A group	A group
EQUI-5	sitting	sitting
SPE2-4	in a field	in a green field
SIMI-4	is sitting	sitting
SIMI-1	The cat	Two eagles
SPE1-4	is looking up	looking
EQUI-5	at the camera	at the camera
SIMI-3	The black and white cat	A black and white dog
EQUI-5	sitting	sitting
SPE2-4	of a bottle	A bottle
REL-3	atop a rock carving	on a stone
SPE1-4	of the yard	in the field
SIMI-2	sits	standing
SIMI-4	A lone cow	a black and white cow
EQUI-5	A girl	A girl
EQUI-5	in the background	in the background
EQUI-5	standing	stands
SIMI-4	Two brown horses	A brown horse
SIMI-4	in a green meadow	in tall grass
EQUI-5	in the snow	on the snow
SIMI-2	sitting	stand
SPE1-4	A red bird and four other birds	Five birds
EQUI-5	at the dinner table	around a dining table
EQUI-5	poses	pose
SPE1-3	An older Asian couple	A group
SPE2-1	with a pillow	on an animal print blanket
EQUI-5	A cat	The cat
SPE1-4	sleeping	is laying
EQUI-5	driving	driving
SPE1-4	Cars	Vehicles
SIMI-3	near a model building	infant of an ornate building
SPE1-3	A young woman	A man
SPE1-4	a Bay hose	at a horse
SPE2-2	A woman	Four women and two men
SPE2-4	at the dining table	at a long table
SIMI-3	A man	A woman
EQUI-5	a white horse	a white horse
SIMI-4	riding	leading
EQUI-5	laying	laying
EQUI-5	A white cat	A white cat
SIMI-3	Two men	Two women
EQUI-5	standing	standing
SIMI-3	A woman	A man
EQUI-5	a white horse	on a white horse
EQUI-5	a brown horse	brown horse
EQUI-5	riding	riding
SPE1-3	A woman	Person
EQUI-5	A passenger train	A passenger train
EQUI-5	the tracks	on train tracks
SIMI-4	A black train	A long train
EQUI-5	in a living room	in a living room
SIMI-1	Blue couch and twin bed	A leather couch and wooden table
REL-2	A white leather couch	A television
SIMI-2	Two buses	Yellow scooter
SPE2-4	on a street	in an alley way
EQUI-5	parked	parked
SIMI-4	sitting	is sitting
SIMI-3	A woman	A man
EQUI-5	up	up
EQUI-5	a baby	a baby
SIMI-3	above her	above him
EQUI-5	holding	holding
EQUI-5	on the floor	on the floor
EQUI-5	is laying down	is laying
SPE1-4	sleeping	laying
EQUI-5	A black and white cat	A black and white cat
EQUI-5	Two women	Two women
SPE1-2	A yellow and black bird	A flock
EQUI-5	in afield	in a field
EQUI-5	sheep	next to a sheep
EQUI-5	standing	stands
EQUI-5	A black and white photo	A black and white photo
EQUI-5	standing	standing
SIMI-4	Black bird	Blue bird
EQUI-5	Several people	People
EQUI-5	on motorcycles	mopeds
SPE1-4	in a market square	in an urban setting
SPE2-4	Domestic cat	Tan domestic cat
EQUI-5	standing	standing
EQUI-5	looking up	looking up
EQUI-5	at the camera	at the camera
SIMI-2	A small cat	The small dog
EQUI-5	look	looking
EQUI-5	at the camera	at the camera
SIMI-2	Tan cows	A white and gray cat
